,genus,species,motility,gram stain,range,optimum
4572,Methylobacterium,Methylobacterium organophilum,,,,
4573,Methylobacterium,Methylobacterium organophilum,,,30,
4574,Methylobacterium,Methylobacterium mesophilicum,,,30,
4575,Methylobacterium,Methylobacterium phyllostachyos,,,,
4576,Methylobacterium,Methylobacterium pseudosasicola,,,,
4577,Methylobacterium,Methylobacterium nonmethylotrophicum,,,,
4578,Methylobacterium,Methylobacterium crusticola,,,,
4579,Methylobacterium,Methylobacterium ajmalii,,,,
4580,Methylobacterium,Methylobacterium terricola,,,,
4581,Methylobacterium,Methylobacterium symbioticum,yes,negative,10-30,28
4582,Methylobacterium,Methylobacterium planium,yes,negative,15-30,20
4583,Methylobacterium,Methylobacterium oryzihabitans,yes,negative,15-35,25-30
4584,Methylobacterium,Methylobacterium durans,['yes'],['negative'],18-37,28-30
4585,Methylobacterium,Methylobacterium segetis,yes,negative,15-35,
4586,Methylobacterium,Methylobacterium indicum,,,,
4587,Methylobacterium,Methylobacterium indicum,,,,
4588,Methylobacterium,Methylobacterium radiotolerans,,,,
4589,Methylobacterium,Methylobacterium sp.,,,,
4590,Methylobacterium,Methylobacterium sp.,,,,
4591,Methylobacterium,Methylobacterium sp.,,,,
4592,Methylobacterium,Methylobacterium currus,yes,negative,30,30
4593,Methylobacterium,Methylobacterium frigidaeris,yes,negative,30,30
4594,Methylobacterium,Methylobacterium sp.,,,,
4595,Methylobacterium,Methylobacterium sp.,,,,
4596,Methylobacterium,Methylobacterium sp.,,,,
4597,Methylobacterium,Methylobacterium sp.,,,,
4598,Methylobacterium,Methylobacterium sp.,,,,
4599,Methylobacterium,Methylobacterium sp.,,,,
4600,Methylobacterium,Methylobacterium sp.,,,,
4601,Methylobacterium,Methylobacterium radiotolerans,,,,
4602,Methylobacterium,Methylobacterium sp.,,,,
4603,Methylobacterium,Methylobacterium mesophilicum,,,,
4604,Methylobacterium,Methylobacterium sp.,,,,
4605,Methylobacterium,Methylobacterium sp.,,,,
4606,Methylobacterium,Methylobacterium radiotolerans,,,,
4607,Methylobacterium,Methylobacterium radiotolerans,,,,
4608,Methylobacterium,Methylobacterium mesophilicum,,,,
4609,Methylobacterium,Methylobacterium mesophilicum,,,,
4610,Methylobacterium,Methylobacterium mesophilicum,,,,
