"","species","antibiotics","lincomycin","novobiocin","kanamycin","ampicillin","gentamicin","neomycin","streptomycin","chloramphenicol","rifampicin","polymyxin.b","erythromycin","bacitracin","penicillin","tetracycline","aztreonam","cefalotin","cefazolin","cefotaxime","fosfomycin","imipenem","linezolid","mezlocillin","moxifloxacin","nitrofurantoin","norfloxacin","nystatin","ofloxacin","oxacillin","penicillin.g","pipemidic.acid","ticarcillin","tunicamycin","actinomycin.d","sodium.dodecyl.sulfate","vancomycin","sodium.chloride","colistin","carbenicillin","ceftriaxone","clarithromycin","cefotaxime.sodium","tobramycin","spectinomycin","amikacin","nalidixic.acid","cycloheximide","trimethoprim","sulfamethoxazole","minocycline","cephradine","cephalexin","cefuroxime","cefoperazone","ceftazidime","oleandomycin","cephalothin","acetylspiramycin","ciprofloxacin","oxytetracycline","furazolidone","midecamycin","doxycycline","piperacillin","clindamycin","enrofloxacin","cefixime","meropenem","levofloxacin","amoxicillin","clavulanic.acid","cefoxitin","cefepime","co.trimoxazole","spiramycin.II","family","order","class","phylum","domain","NCBI.tax.ID","motility","gram.stain","growth","genus","oxygen.tolerance","PH.range","GC.content","Total.samples","soil.counts","aquatic.counts","plant.counts","optimum","n16","div","gc_percent","genome_components","chromosomes","total_seq_length","genes_nc","genes_coding","pseudogenes","total_genes"
"224","Allosaccharopolyspora coralli","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Pseudonocardiaceae","Pseudonocardiales","Actinomycetes","Actinomycetota","Bacteria","2665642.0",NA,NA,NA,"Allosaccharopolyspora",NA,NA,1,1,1,1,1,1,4,0,68.5,1,1,4832009,64,4429,47,4540
"225","Altererythrobacter epoxidivorans","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Erythrobacteraceae","Sphingomonadales","Alphaproteobacteria","Pseudomonadota","Bacteria","361183.0","no","negative","35.0","Altererythrobacter","aerobe","alkaliphile",998,3161,508,1132,711,1,1,0,61.5,1,1,2786256,49,2737,5,2791
"226","Altererythrobacter ishigakiensis","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Erythrobacteraceae","Sphingomonadales","Alphaproteobacteria","Pseudomonadota","Bacteria","476157.0",NA,NA,NA,"Altererythrobacter",NA,NA,1,105,1114,1890,137,1,1,0,56.5,1,1,2673978,48,2527,7,2582
"227","Alteromonas australica","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Alteromonadaceae","Alteromonadales","Gammaproteobacteria","Pseudomonadota","Bacteria","589873.0",NA,NA,"25.0","Alteromonas",NA,NA,533,1494,715,758,983,1,5,33.4692614535543,44.5,1,1,4383152.5,79,3677.5,166,3922.5
"228","Alteromonas macleodii","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Alteromonadaceae","Alteromonadales","Gammaproteobacteria","Pseudomonadota","Bacteria","28108.0",NA,NA,"25.333333333333332","Alteromonas","aerobe",NA,1,421,167,220.076923076923,70.3846153846154,1,5,9.8109317928455,44.4285714285714,1.71428571428571,1.71428571428571,4753322.78571429,89.2857142857143,3993.78571428571,38,4121.07142857143
"229","Alteromonas mediterranea","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Alteromonadaceae","Alteromonadales","Gammaproteobacteria","Pseudomonadota","Bacteria","1300255.0",NA,NA,NA,"Alteromonas",NA,NA,68.3333333333333,1,1,1,1,1,4.13333333333333,5.45530363156605,44.5,1.46666666666667,1.46666666666667,4632128.26666667,82.0666666666667,3933.26666666667,38.8,4054.13333333333
"230","Alteromonas naphthalenivorans","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Alteromonadaceae","Alteromonadales","Gammaproteobacteria","Pseudomonadota","Bacteria","715451.0",NA,NA,NA,"Alteromonas",NA,NA,550,2906,1,1551,1,1,5,3.34763302817126,43.5,1,1,4972148,83,4228,62,4373
"231","Alteromonas pelagimontana","R","NR","R","R","R","R","R","R","R","R","R","R","NR","NR","R","NR","NR","NR","R","NR","NR","NR","NR","NR","R","NR","NR","NR","NR","R","NR","NR","NR","NR","NR","R","NR","NR","R","NR","NR","NR","R","NR","NR","R","NR","R","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","R","NR","NR","NR","NR","NR","Alteromonadaceae","Alteromonadales","Gammaproteobacteria","Pseudomonadota","Bacteria","1858656.0","yes","negative",NA,"Alteromonas","obligate aerobe","alkaliphile",663,1686,883,698,790,110,4,12.3713731816138,46,1,1,4314189,73,3682,40,3795
"232","Alteromonas stellipolaris","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Alteromonadaceae","Alteromonadales","Gammaproteobacteria","Pseudomonadota","Bacteria","233316.0","yes","negative",">40","Alteromonas","aerobe","alkaliphile",360,1937.66666666667,1,1034.33333333333,1,1,5,2.42442014939291,43.5,1,1,4703236.75,78.75,3923,23,4024.75
"233","Alysiella crassa","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Neisseriaceae","Neisseriales","Betaproteobacteria","Pseudomonadota","Bacteria","153491.0",NA,NA,"37.0","Alysiella",NA,NA,563,1069,1533,899,387,1,6,7.87712006712114,45,2,2,2909476,87,2582,331,3000
"234","Alysiella filiformis","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Neisseriaceae","Neisseriales","Betaproteobacteria","Pseudomonadota","Bacteria","1120981.0",NA,NA,"37.0","Alysiella","microaerophile",NA,1,3384,973,970,288,1,6,1.12640302216576,46.5,1,1,2432072.5,83,2256.5,35.5,2375
"235","Amedibacterium intestinale","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Erysipelotrichaceae","Erysipelotrichales","Erysipelotrichia","Bacillota","Bacteria","1671597.0",NA,NA,"37.0","Amedibacterium",NA,NA,95.6666666666667,1305,550,221,76,1,6,2.14881842574519,33.75,1.5,1.5,2742197,87,2622,32.5,2741.5
"236","Aminipila butyrica","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Eubacteriales, not assigned to family","Eubacteriales","Clostridia","Bacillota","Bacteria","433296.0","yes","positive","30.0","Aminipila",NA,NA,597,544,305,298,365,1,6,1.59426959829255,44.5,1,1,3334849,87,2996,37,3120
"237","Aminipila luticellarii","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Eubacteriales, not assigned to family","Eubacteriales","Clostridia","Bacillota","Bacteria","2507160.0",NA,NA,NA,"Aminipila",NA,NA,1,1,1,1,1,1,5,1.17341409054744,42.5,1,1,2750839,81,2477,35,2593
"238","Aminipila terrae","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Eubacteriales, not assigned to family","Eubacteriales","Clostridia","Bacillota","Bacteria","2697030.0",NA,NA,NA,"Aminipila",NA,NA,262,1,1,1,1,1,6,3.60448967093044,36.5,1,1,3512404,85,3120,220,3425
"239","Aminobacter aminovorans","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Phyllobacteriaceae","Hyphomicrobiales","Alphaproteobacteria","Pseudomonadota","Bacteria","83263.0",NA,NA,"30.0","Aminobacter",NA,NA,983.3,75.6,288,189.2,101,1,3,0,63,5,5,6890726,67,6490,155,6712
"240","Ammonifex degensii","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Thermoanaerobacteraceae","Thermoanaerobacterales","Clostridia","Bacillota","Bacteria","429009.0",NA,NA,NA,"Ammonifex","anaerobe",NA,905,1,1,1,1,1,2,0,59,2,2,2157067,57,2141,49,2247
"241","Amphibacillus xylanus","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Bacillaceae","Caryophanales","Bacilli","Bacillota","Bacteria","698758.0","no","positive","42.0","Amphibacillus","facultative anaerobe","alkaliphile",259,1,1,1,1,1,6,1.35168362659891,35.5,1,1,2569486,77,2340,51,2468
"242","Amphritea atlantica","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Oceanospirillaceae","Oceanospirillales","Gammaproteobacteria","Pseudomonadota","Bacteria","355243.0","yes","negative","30.166666666666668","Amphritea","aerobe","alkaliphile",852,1812,298,879,452,1,5,0,51,1,1,4804482,101,4320,21,4442
"243","Amphritea japonica","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Oceanospirillaceae","Oceanospirillales","Gammaproteobacteria","Pseudomonadota","Bacteria","452627.0","yes","negative","20.0","Amphritea","facultative anaerobe",NA,695,1474,883,717,932,1,4.5,0.250201211769094,47.5,1.5,1.5,3856541,95,3450.5,16,3561.5
"244","Amycolatopsis acidiphila","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Pseudonocardiaceae","Pseudonocardiales","Actinomycetes","Actinomycetota","Bacteria","715473.0",NA,NA,"29.333333333333332","Amycolatopsis","aerobe",NA,1740,278,1591,1617,2,1,3,0,70,1,1,8183622,62,7809,212,8083
"245","Amycolatopsis aidingensis","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Pseudonocardiaceae","Pseudonocardiales","Actinomycetes","Actinomycetota","Bacteria","2838495.0",NA,NA,NA,"Amycolatopsis",NA,NA,1,1,1,1,1,1,2,0.693147180559945,70,1,1,7657695,58,6920,118,7096
"246","Amycolatopsis albispora","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Pseudonocardiaceae","Pseudonocardiales","Actinomycetes","Actinomycetota","Bacteria","1804986.0","no","positive","29.833333333333332","Amycolatopsis","aerobe","alkaliphile",1754,1,1,1,1,1,4,1.68700543385642,70.5,1,1,9121443,65,8375,95,8535
"247","Amycolatopsis japonica","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Pseudonocardiaceae","Pseudonocardiales","Actinomycetes","Actinomycetota","Bacteria","208439.0",NA,NA,"28.5","Amycolatopsis",NA,NA,1569,1,1,1,1,1,4,17.6684775875894,68.5,2,2,9053857,71,8460,72,8603
"248","Amycolatopsis methanolica","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Pseudonocardiaceae","Pseudonocardiales","Actinomycetes","Actinomycetota","Bacteria","1068978.0",NA,NA,"28.0","Amycolatopsis",NA,NA,1,1,1,1,1,1,3,0,71.5,1,1,7237391,63,7072,309,7444
"249","Amycolatopsis orientalis","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Pseudonocardiaceae","Pseudonocardiales","Actinomycetes","Actinomycetota","Bacteria","1125971.0",NA,NA,NA,"Amycolatopsis",NA,NA,245,305.666666666667,93.8333333333333,50.5,68,12,4,10.1220326031385,68.5,1,1,9490992,65,8364,79,8508
"250","Amycolatopsis pretoriensis","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Pseudonocardiaceae","Pseudonocardiales","Actinomycetes","Actinomycetota","Bacteria","218821.0",NA,NA,"28.666666666666668","Amycolatopsis",NA,NA,1690,2742,1064,381,936,1,4,1.12467028923762,71.5,1,1,10190959,66,9120,158,9344
"251","Amycolatopsis roodepoortensis","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Pseudonocardiaceae","Pseudonocardiales","Actinomycetes","Actinomycetota","Bacteria","700274.0",NA,NA,NA,"Amycolatopsis",NA,NA,1,558,1354,917,820,1,4,13.9734290970725,69,1,1,9489959,70,8903,76,9049
"252","Amycolatopsis thermalba","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Pseudonocardiaceae","Pseudonocardiales","Actinomycetes","Actinomycetota","Bacteria",NA,"no","positive",NA,"Amycolatopsis","aerobe","alkaliphile",1,1,1,1,1,1,3,0,71.5,1,1,7285716,64,6794,201,7059
"253","Amylolactobacillus amylophilus","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Lactobacillaceae","Lactobacillales","Bacilli","Bacillota","Bacteria","1423721.0",NA,NA,"29.0","Amylolactobacillus",NA,NA,606,758,147,275,860,1,4,3.07329979497632,43.5,1,1,1610352,69,1567,49,1685
"254","Anaerobacillus isosaccharinicus","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Bacillaceae","Caryophanales","Bacilli","Bacillota","Bacteria","1532552.0",NA,NA,NA,"Anaerobacillus",NA,NA,1,1096,12,1567,1,1,11,9.75146654140313,36,1,1,5227144,137,5064,102,5303
"255","Anaerobutyricum hallii","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Lachnospiraceae","Eubacteriales","Clostridia","Bacillota","Bacteria","39488.0",NA,NA,NA,"Anaerobutyricum","anaerobe",NA,158,1,1,1,1,1,8,14.032439656201,38.5,1,1,3515670,100,2995,93,3188
"256","Anaerococcus mediterraneensis","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Peptoniphilaceae","Eubacteriales","Clostridia","Bacillota","Bacteria","1870984.0",NA,NA,NA,"Anaerococcus",NA,NA,1,3171,1534,1701,691,1,3,70.1298245369597,34.5,1,1,2080215,57,1962,37,2056
"257","Anaerococcus prevotii","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Peptoniphilaceae","Eubacteriales","Clostridia","Bacillota","Bacteria","525919.0",NA,NA,"37.0","Anaerococcus","anaerobe",NA,19,1003.85714285714,385.285714285714,182.142857142857,7.57142857142857,1,4,15.2356869389404,35.5,2,2,1998633,63,1824,19,1906
"258","Anaerococcus vaginalis","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Peptoniphilaceae","Eubacteriales","Clostridia","Bacillota","Bacteria","33037.0",NA,"positive","37.0","Anaerococcus","anaerobe",NA,22.6666666666667,1,1,1,1,1,3,6.36514168294813,28.5,1,1,1893964,62,1712,16,1790
"259","Anaerocolumna cellulosilytica","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Lachnospiraceae","Eubacteriales","Clostridia","Bacillota","Bacteria","433286.0","yes","positive",NA,"Anaerocolumna","obligate anaerobe","alkaliphile",318,236,1027,1819,644,97,6,0.450561208866305,36.5,1,1,5430627,82,4390,58,4530
